id,kanun,madde,probe,iddia,gold,kaynak_alinti,degisiklik_notu,uretim_sablonu,durum,probe_alt
226,YDUY,4,P2_sayisal,"Yapı Denetimi Uygulama Yönetmeliği'ne göre inşaatın tamamlanmasını müteakiben tanzim edilen iş bitirme tutanağı ilgili idarece incelenerek, on üç iş günü içinde onaylanır veya var ise eksikliklerinin neler olduğu belirtilerek, giderilmesinin gerektiği yazılı olarak bildirilir.",YANLIS,"İnşaatın tamamlanmasını müteakiben tanzim edilen iş bitirme tutanağı ilgili idarece incelenerek, on beş iş günü içinde onaylanır veya var ise eksikliklerinin neler olduğu belirtilerek, giderilmesinin gerektiği yazılı ola",,P2_swap(beş→üç),ONAY_BEKLIYOR,P2_swap
229,TBDY,17.5.1.2,P1_dogrudan,TBDY 2018'in 17.5.1.2 numaralı bendine göre perde bulunmayan binalarda kat rijitlik merkezinin kat kütle merkeziyle örtüştüğü varsayılacaktır.,DOGRU,Perde bulunmayan binalarda kat rijitlik merkezinin kat kütle merkeziyle örtüştüğü varsayılacaktır.,,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
230,YDUY,26,P2_sayisal,Yapı Denetimi Uygulama Yönetmeliği'ne göre her yıl 2 Ocak tarihinden geçerli olmak üzere Bakanlığın ilgili biriminin elektronik adresinden yayınlanır.,YANLIS,Her yıl 1 Ocak tarihinden geçerli olmak üzere Bakanlığın ilgili biriminin elektronik adresinden yayınlanır.,,P2_swap(1→2),ONAY_BEKLIYOR,P2_swap
232,YDUY,0,P3_anakronizm,Yapı Denetimi Uygulama Yönetmeliği 2008 yılında Resmî Gazete'de yayımlanmıştır.,DOGRU,yıl: 2008,,P3_yil_dogru,ONAY_BEKLIYOR,P3_yil_dogru
243,TBDY,3.2.1,P5_capraz,TBDY 2018'in 13.6.1.2 numaralı bendine göre ters yöndeki yerdeğiştirmeler için bu katsayılar aynı kazıklara ters sıra ile uygulanacaktır.,YANLIS,Ters yöndeki yerdeğiştirmeler için bu katsayılar aynı kazıklara ters sıra ile uygulanacaktır.,,P5_maddeshift(3.2.1→13.6.1.2),ONAY_BEKLIYOR,P5_maddeshift
246,TBDY,2.1.2,P1_dogrudan,"TBDY 2018'in 2.1.2 numaralı bendine göre deprem Yer Hareketi Düzeyi-3 (DD-3) DD-3 Deprem Yer Hareketi, spektral büyüklüklerin 50 yılda aşılma olasılığının %50 ve buna karşı gelen tekrarlanma periyodunun 72 yıl olduğu sık deprem yer hareketini nitelemektedir.",DOGRU,"Deprem Yer Hareketi Düzeyi-3 (DD-3) DD-3 Deprem Yer Hareketi, spektral büyüklüklerin 50 yılda aşılma olasılığının %50 ve buna karşı gelen tekrarlanma periyodunun 72 yıl olduğu sık deprem yer hareketini nitelemektedir.",,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
250,YDUY,19,P1_dogrudan,"Yapı Denetimi Uygulama Yönetmeliği'ne göre ihtilaflı konuların, şikâyetlerin ve yapı denetim kuruluşlarının ve laboratuvarların faaliyetlerinin mahallinde incelenmesini ister.",DOGRU,"İhtilaflı konuların, şikâyetlerin ve yapı denetim kuruluşlarının ve laboratuvarların faaliyetlerinin mahallinde incelenmesini ister.",,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
251,YDUY,8,P1_dogrudan,"Yapı Denetimi Uygulama Yönetmeliği'nin 8. maddesine göre yapı sahibi, yapı denetimi hizmet bedeli taksitlerini zamanında ödemek ile yükümlüdür.",DOGRU,"Yapı sahibi, yapı denetimi hizmet bedeli taksitlerini zamanında ödemek ile yükümlüdür.",,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
256,YDUY,26,P1_dogrudan,"Yapı Denetimi Uygulama Yönetmeliği'ne göre bir sonraki yıla devreden işlerin yapı denetimi hizmet bedeli, uygulama yılının birim maliyeti ile değerlendirilir.",DOGRU,"Bir sonraki yıla devreden işlerin yapı denetimi hizmet bedeli, uygulama yılının birim maliyeti ile değerlendirilir.",,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
257,TBDY,2.1.2,P1_dogrudan,"TBDY 2018'in 2.1.2 numaralı bendine göre deprem Yer Hareketi Düzeyi-2 (DD-2) DD-2 Deprem Yer Hareketi, spektral büyüklüklerin 50 yılda aşılma olasılığının %10 ve buna karşı gelen tekrarlanma periyodunun 475 yıl olduğu seyrek deprem yer hareketini nitelemektedir.",DOGRU,"Deprem Yer Hareketi Düzeyi-2 (DD-2) DD-2 Deprem Yer Hareketi, spektral büyüklüklerin 50 yılda aşılma olasılığının %10 ve buna karşı gelen tekrarlanma periyodunun 475 yıl olduğu seyrek deprem yer hareketini nitelemektedir",,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
258,YDUY,5,P6_guncellik,Yapı Denetimi Uygulama Yönetmeliği'nin 5. maddesinde 2018 yılında değişiklik yapılmıştır.,DOGRU,"(1) Yapı denetim kuruluşu, Kanunun 2’nci maddesinde belirtilen görevleri, Kanun ile belirlenmiş süreler içinde, imar planına, fen, sanat ve sağlık kurallarına, standartlara, yürürlükteki mevzuata ve m",değişiklik: 2018,P6_yil,ONAY_BEKLIYOR,P6_yil
260,TBDY,0,P3_anakronizm,Türkiye Bina Deprem Yönetmeliği (TBDY 2018) 2018 yılında Resmî Gazete'de yayımlanmıştır.,DOGRU,yıl: 2018,,P3_yil_dogru,ONAY_BEKLIYOR,P3_yil_dogru
263,TBDY,8.6.2.6,P5_capraz,TBDY 2018'in 7.7.4.2 numaralı bendine göre önüretimli beton döşeme elemanları ile birlikte yapısal kaplama betonu uygulaması zorunludur.,YANLIS,Önüretimli beton döşeme elemanları ile birlikte yapısal kaplama betonu uygulaması zorunludur.,,P5_maddeshift(8.6.2.6→7.7.4.2),ONAY_BEKLIYOR,P5_maddeshift
268,TBDY,7.6.3.3,P5_capraz,"TBDY 2018'in 15.2.1.3 numaralı bendine göre uç bölgeleri dışında, perde gövdelerinin her iki yüzündeki donatı ağları, her bir metrekare perde yüzünde en az dört adet özel deprem çirozu ile karşılıklı olarak bağlanacaktır.",YANLIS,"Uç bölgeleri dışında, perde gövdelerinin her iki yüzündeki donatı ağları, her bir metrekare perde yüzünde en az dört adet özel deprem çirozu ile karşılıklı olarak bağlanacaktır.",,P5_maddeshift(7.6.3.3→15.2.1.3),ONAY_BEKLIYOR,P5_maddeshift
273,TBDY,7.6.1.2,P1_dogrudan,"TBDY 2018'in 7.6.1.2 numaralı bendine göre perdeler, planda uzun kenarının kalınlığına oranı en az altı olan düşey taşıyıcı sistem elemanlarıdır.",DOGRU,"Perdeler, planda uzun kenarının kalınlığına oranı en az altı olan düşey taşıyıcı sistem elemanlarıdır.",,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
274,TBDY,15.5.2.4,P1_dogrudan,"TBDY 2018'in 15.5.2.4 numaralı bendine göre güçlendirilmiş bölme duvarlarının etki/kapasite oranı, deprem etkisi altında hesaplanan kesme kuvve tinin kesme kuvveti dayanımına oranıdır.",DOGRU,"Güçlendirilmiş bölme duvarlarının etki/kapasite oranı, deprem etkisi altında hesaplanan kesme kuvve tinin kesme kuvveti dayanımına oranıdır.",,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
275,TBDY,2.2.1,P1_dogrudan,"TBDY 2018'e göre sonl uzemin modelinin dış çevresi boyunca ve ZA veya ZB olarak sınıflandırılamayan mühendislik 366 taban kayası’nda, zemin ortamından dışa doğru yayılan dalgaların içeriye yansımasını önlemek için uygun olarak seçilmiş geçirgen sınırlar kullanılacaktır.",DOGRU,"Sonl uzemin modelinin dış çevresi boyunca ve ZA veya ZB olarak sınıflandırılamayan mühendislik 366 taban kayası’nda, zemin ortamından dışa doğru yayılan dalgaların içeriye yansımasını önlemek için uygun olarak seçilmiş g",,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
276,TBDY,16.12.2.8,P5_capraz,"TBDY 2018'in 9.11.3.7 numaralı bendine göre topuğu etrafında serbestçe dönebilecek duvarlarda, dinamik kuvvetin statik kuvvet ile aynı noktada etkiyeceği varsayılabilir.",YANLIS,"Topuğu etrafında serbestçe dönebilecek duvarlarda, dinamik kuvvetin statik kuvvet ile aynı noktada etkiyeceği varsayılabilir.",,P5_maddeshift(16.12.2.8→9.11.3.7),ONAY_BEKLIYOR,P5_maddeshift
277,ISGRISK,10,P1_dogrudan,İSG Risk Değerlendirmesi Yönetmeliği'ne göre planlama: Analiz edilerek etkilerinin büyüklüğüne ve önemine göre sıralı hale getirilen risklerin kontrolü amacıyla bir planlama yapılır.,DOGRU,Planlama: Analiz edilerek etkilerinin büyüklüğüne ve önemine göre sıralı hale getirilen risklerin kontrolü amacıyla bir planlama yapılır.,,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
278,TBDY,14.5,P1_dogrudan,TBDY 2018'e göre belirlenen düşey rijitlik ile hesapta göz önüne alınan düşey rijitlik arasındaki farkın deneyden elde edilen değere oranı %15’den fazla olmayacaktır.,DOGRU,Belirlenen düşey rijitlik ile hesapta göz önüne alınan düşey rijitlik arasındaki farkın deneyden elde edilen değere oranı %15’den fazla olmayacaktır.,,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
279,YDUY,24,P6_guncellik,Yapı Denetimi Uygulama Yönetmeliği'nin 24. maddesinde 2022 yılında değişiklik yapılmıştır.,DOGRU,"(1) Yapının tamamlanmadan önce başkasına devri suretiyle yapı sahibinin değişmesi hâlinde, yapı denetim kuruluşunca ek-20’de gösterilen form-18’euygun seviye tespit tutanağı tanzim edilerek, durum en ",değişiklik: 2022,P6_yil,ONAY_BEKLIYOR,P6_yil
280,TBDY,15.2.4.2,P5_capraz,TBDY 2018'in 9.11.1.2 numaralı bendine göre eleman Detayları: Betonarme elemanlardaki donatı miktarı ve detaylarının binanın yapıldığı tarihteki minimum donatı koşullarını sağladığı varsayılır.,YANLIS,Eleman Detayları: Betonarme elemanlardaki donatı miktarı ve detaylarının binanın yapıldığı tarihteki minimum donatı koşullarını sağladığı varsayılır.,,P5_maddeshift(15.2.4.2→9.11.1.2),ONAY_BEKLIYOR,P5_maddeshift
283,TBDY,12.4.2.9,P5_capraz,TBDY 2018'in 9.8.5.1 numaralı bendine göre oluşturulan sistemin yük aktardığının hesapla gösterilmesi zorunludur.,YANLIS,Oluşturulan sistemin yük aktardığının hesapla gösterilmesi zorunludur.,,P5_maddeshift(12.4.2.9→9.8.5.1),ONAY_BEKLIYOR,P5_maddeshift
287,TBDY,4.3.2.2,P1_dogrudan,"TBDY 2018'e göre kompozit kolonlu sistemlerde, çelik taşıyıcı sistemler için verilen Rve Dkatsayıları kullanılacaktır.",DOGRU,"Kompozit kolonlu sistemlerde, çelik taşıyıcı sistemler için verilen Rve Dkatsayıları kullanılacaktır.",,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
288,YDUY,4,P1_dogrudan,"Yapı Denetimi Uygulama Yönetmeliği'nin 4. maddesine göre inşaatın tamamlanmasını müteakiben tanzim edilen iş bitirme tutanağı ilgili idarece incelenerek, on beş iş günü içinde onaylanır veya var ise eksikliklerinin neler olduğu belirtilerek, giderilmesinin gerektiği yazılı olarak bildirilir.",DOGRU,"İnşaatın tamamlanmasını müteakiben tanzim edilen iş bitirme tutanağı ilgili idarece incelenerek, on beş iş günü içinde onaylanır veya var ise eksikliklerinin neler olduğu belirtilerek, giderilmesinin gerektiği yazılı ola",,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
295,TBDY,17.4.2.1,P5_capraz,TBDY 2018'in 1.4 numaralı bendine göre uzun kenar / kısa kenar oranının ara değerleri için düşey donatı oranı alt sınırının doğrusal olarak değiştiği kabul edilebilir.,YANLIS,Uzun kenar / kısa kenar oranının ara değerleri için düşey donatı oranı alt sınırının doğrusal olarak değiştiği kabul edilebilir.,,P5_maddeshift(17.4.2.1→1.4),ONAY_BEKLIYOR,P5_maddeshift
296,YDUY,23,P5_capraz,Yapı Denetimi Uygulama Yönetmeliği'nin 20. maddesine göre yapı kullanma izni belgesi tanzim edildiğinde ilgili idarece kuruluşa bilgi verilir.,YANLIS,Yapı kullanma izni belgesi tanzim edildiğinde ilgili idarece kuruluşa bilgi verilir.,,P5_maddeshift(23→20),ONAY_BEKLIYOR,P5_maddeshift
297,TBDY,17.4.2.2,P1_dogrudan,TBDY 2018'in 17.4.2.2 numaralı bendine göre uzun kenar / kısa kenar oranının ara de ğerleri için enine donatı oranı alt sınırının doğrusal olarak değiştiği kabul edilebilir.,DOGRU,Uzun kenar / kısa kenar oranının ara de ğerleri için enine donatı oranı alt sınırının doğrusal olarak değiştiği kabul edilebilir.,,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
298,TBDY,16.5.1.1,P1_dogrudan,"TBDY 2018'in 16.5.1.1 numaralı bendine göre sahaya özel zemin davranış analizleri , taban kayasında tanımlanan deprem yer hareketinin zemin tabakaları boyunca değişimini ve zemin yüzeyindeki deprem yer hareketini belirlemek üzere yapılır.",DOGRU,"Sahaya özel zemin davranış analizleri , taban kayasında tanımlanan deprem yer hareketinin zemin tabakaları boyunca değişimini ve zemin yüzeyindeki deprem yer hareketini belirlemek üzere yapılır.",,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
299,TBDY,11.2.12,P5_capraz,"TBDY 2018'in 1.1.3 numaralı bendine göre donatısız yığma bina, donatılı yığma bina, kuşatılmış yığma bina ve donatılı panel sistemli binaların betonarme bileşenlerinde beton sınıfı en az C25 olacaktır.",YANLIS,"Donatısız yığma bina, donatılı yığma bina, kuşatılmış yığma bina ve donatılı panel sistemli binaların betonarme bileşenlerinde beton sınıfı en az C25 olacaktır.",,P5_maddeshift(11.2.12→1.1.3),ONAY_BEKLIYOR,P5_maddeshift
302,TBDY,12.4.2.9,P1_dogrudan,TBDY 2018'e göre oluşturulan sistemin yük aktardığının hesapla gösterilmesi zorunludur.,DOGRU,Oluşturulan sistemin yük aktardığının hesapla gösterilmesi zorunludur.,,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
303,YDUY,3,P6_guncellik,Yapı Denetimi Uygulama Yönetmeliği'nin 3. maddesinde 2025 yılında değişiklik yapılmıştır.,DOGRU,"(1) Bu Yönetmelikte geçen; a) (Değişik:RG-23/12/2022-32052) Bakanlık: Çevre, Şehircilik ve İklim Değişikliği Bakanlığını, b) Denetçi mimar ve mühendis: İlgili mühendis ve mimar meslek odalarına üyeliğ",değişiklik: 2025,P6_yil,ONAY_BEKLIYOR,P6_yil
304,TBDY,7.2.1.4,P1_dogrudan,TBDY 2018'in 7.2.1.4 numaralı bendine göre c50’den daha yüksek bet on sınıflarının kullanıldığı durumlarda kesitlerin eğilme momenti ve eksenel yük altındaki taşıma gücü hesaplarında betonda oluşan gerilme dağılımı ve elastisite modulü TS EN 1992- 1’de verilen şekilde kullanılacaktır.,DOGRU,C50’den daha yüksek bet on sınıflarının kullanıldığı durumlarda kesitlerin eğilme momenti ve eksenel yük altındaki taşıma gücü hesaplarında betonda oluşan gerilme dağılımı ve elastisite modulü TS EN 1992- 1’de verilen şe,,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
305,TBDY,7.3.3.2,P5_capraz,"TBDY 2018'in 1.1 numaralı bendine göre karşı tarafta kiriş bulunmadığı durumlarda kenetlenme, gerekirse kolonun karşı yüzünde aşağıya doğru kıvrım yapılarak sağlanacaktır.",YANLIS,"Karşı tarafta kiriş bulunmadığı durumlarda kenetlenme, gerekirse kolonun karşı yüzünde aşağıya doğru kıvrım yapılarak sağlanacaktır.",,P5_maddeshift(7.3.3.2→1.1),ONAY_BEKLIYOR,P5_maddeshift
310,TBDY,2.1.2,P5_capraz,"TBDY 2018'in 14.5.1 numaralı bendine göre deprem Yer Hareketi Düzeyi-1 (DD-1) DD-1 Deprem Yer Hareketi , spektral büyüklüklerin 50 yılda aşılma olasılığının %2 ve buna karşı gelen tekrarlanma periyodunun 2475 yıl olduğu çok seyrek deprem yer hareketini nitelemektedir.",YANLIS,"Deprem Yer Hareketi Düzeyi-1 (DD-1) DD-1 Deprem Yer Hareketi , spektral büyüklüklerin 50 yılda aşılma olasılığının %2 ve buna karşı gelen tekrarlanma periyodunun 2475 yıl olduğu çok seyrek deprem yer hareketini nitelemek",,P5_maddeshift(2.1.2→14.5.1),ONAY_BEKLIYOR,P5_maddeshift
311,TBDY,15.2.5.3,P1_dogrudan,"TBDY 2018'e göre malzeme Özellikleri: Kolonlardan veya perdelerden TS EN 12504- 1’de belirtilen koşullara uygun şekilde zemin katta üç, diğer katlarda iki adetten az olmamak üzere ve binada 310 toplam dokuz adetten az olmamak üzere, her 400 m2’den bir adet beton örneği alınarak deney yapılacaktır.",DOGRU,"Malzeme Özellikleri: Kolonlardan veya perdelerden TS EN 12504- 1’de belirtilen koşullara uygun şekilde zemin katta üç, diğer katlarda iki adetten az olmamak üzere ve binada 310 toplam dokuz adetten az olmamak üzere, her ",,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
312,TBDY,16.5.1.1,P5_capraz,"TBDY 2018'in 17.4.1.1 numaralı bendine göre sahaya özel zemin davranış analizleri , taban kayasında tanımlanan deprem yer hareketinin zemin tabakaları boyunca değişimini ve zemin yüzeyindeki deprem yer hareketini belirlemek üzere yapılır.",YANLIS,"Sahaya özel zemin davranış analizleri , taban kayasında tanımlanan deprem yer hareketinin zemin tabakaları boyunca değişimini ve zemin yüzeyindeki deprem yer hareketini belirlemek üzere yapılır.",,P5_maddeshift(16.5.1.1→17.4.1.1),ONAY_BEKLIYOR,P5_maddeshift
313,TBDY,17.4.2.2,P5_capraz,TBDY 2018'in 9.8.9.1 numaralı bendine göre uzun kenar / kısa kenar oranının ara de ğerleri için enine donatı oranı alt sınırının doğrusal olarak değiştiği kabul edilebilir.,YANLIS,Uzun kenar / kısa kenar oranının ara de ğerleri için enine donatı oranı alt sınırının doğrusal olarak değiştiği kabul edilebilir.,,P5_maddeshift(17.4.2.2→9.8.9.1),ONAY_BEKLIYOR,P5_maddeshift
314,YDUY,9,P5_capraz,"Yapı Denetimi Uygulama Yönetmeliği'nin 30. maddesine göre şantiye şefinin herhangi bir sebepten dolayı yapı ile ilişiğinin kesilmesi hâlinde, bu durum yapı müteahhidi tarafından, en geç üç iş günü içinde yapı denetim kuruluşuna bildirilir.",YANLIS,"Şantiye şefinin herhangi bir sebepten dolayı yapı ile ilişiğinin kesilmesi hâlinde, bu durum yapı müteahhidi tarafından, en geç üç iş günü içinde yapı denetim kuruluşuna bildirilir.",,P5_maddeshift(9→30),ONAY_BEKLIYOR,P5_maddeshift
315,TBDY,15.2.4.2,P1_dogrudan,TBDY 2018'e göre eleman Detayları: Betonarme elemanlardaki donatı miktarı ve detaylarının binanın yapıldığı tarihteki minimum donatı koşullarını sağladığı varsayılır.,DOGRU,Eleman Detayları: Betonarme elemanlardaki donatı miktarı ve detaylarının binanın yapıldığı tarihteki minimum donatı koşullarını sağladığı varsayılır.,,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
317,TBDY,11.2.5,P2_sayisal,TBDY 2018'e göre duvar ve döşeme panellerinde Gazbeton 10 sınıfından daha düşük bir gazbeton kalitesi kullanılmayacaktır.,YANLIS,Duvar ve döşeme panellerinde Gazbeton 5 sınıfından daha düşük bir gazbeton kalitesi kullanılmayacaktır.,,P2_swap(5→10),ONAY_BEKLIYOR,P2_swap
318,TBDY,2.2.1,P2_sayisal,"TBDY 2018'e göre sonl uzemin modelinin dış çevresi boyunca ve ZA veya ZB olarak sınıflandırılamayan mühendislik 732 taban kayası’nda, zemin ortamından dışa doğru yayılan dalgaların içeriye yansımasını önlemek için uygun olarak seçilmiş geçirgen sınırlar kullanılacaktır.",YANLIS,"Sonl uzemin modelinin dış çevresi boyunca ve ZA veya ZB olarak sınıflandırılamayan mühendislik 366 taban kayası’nda, zemin ortamından dışa doğru yayılan dalgaların içeriye yansımasını önlemek için uygun olarak seçilmiş g",,P2_swap(366→732),ONAY_BEKLIYOR,P2_swap
321,YDUY,23,P2_sayisal,"Yapı Denetimi Uygulama Yönetmeliği'ne göre yapı denetim kuruluşunca, iş bitirme tutanağının ilgili idareye verilmesini müteakiben, ilgili idare tarafından yapı, ruhsat ve ekleri açısından kontrol edilerek en geç on üç iş günü içinde iş bitirme tutanağı onaylanır.",YANLIS,"Yapı denetim kuruluşunca, iş bitirme tutanağının ilgili idareye verilmesini müteakiben, ilgili idare tarafından yapı, ruhsat ve ekleri açısından kontrol edilerek en geç on beş iş günü içinde iş bitirme tutanağı onaylanır",,P2_swap(beş→üç),ONAY_BEKLIYOR,P2_swap
322,TBDY,0,P4_uydurma,TBDY 2018'e göre her yeni binada 'Yıllık Deprem Dayanım Etiketi' bulundurulması zorunludur.,YANLIS,uydurma TBDY şartı,,P4_tbdy,ONAY_BEKLIYOR,P4_tbdy
323,TBDY,16.11.1,P1_dogrudan,TBDY 2018'e göre statik su basıncı dışında tüm zemin basınçları düzgün yayılı olarak etki ettirilecektir.,DOGRU,Statik su basıncı dışında tüm zemin basınçları düzgün yayılı olarak etki ettirilecektir.,,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
327,YDUY,0,P3_anakronizm,Yapı Denetimi Uygulama Yönetmeliği 1998 yılında Resmî Gazete'de yayımlanmıştır.,YANLIS,yıl: 2008,,P3_yil,ONAY_BEKLIYOR,P3_yil
331,TBDY,0,P4_uydurma,TBDY 2018'e göre her yeni binada 'Bina Salınım Sertifikası' bulundurulması zorunludur.,YANLIS,uydurma TBDY şartı,,P4_tbdy,ONAY_BEKLIYOR,P4_tbdy
333,YDUY,5,P6_guncellik,"Yapı Denetimi Uygulama Yönetmeliği'nin 5. maddesi, ilk yayımlandığı 2008 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(1) Yapı denetim kuruluşu, Kanunun 2’nci maddesinde belirtilen görevleri, Kanun ile belirlenmiş süreler içinde, imar planına, fen, sanat ve sağlık kurallarına, standartlara, yürürlükteki mevzuata ve m",değişiklik: 2018,P6_degismedi,ONAY_BEKLIYOR,P6_degismedi
335,TBDY,3.3.2.1,P1_dogrudan,TBDY 2018'e göre deprem etkisi altında tasarımda binalar yükseklikleri bakımından sekiz Bina Yükseklik Sınıfı’na (BYS) ayrılmıştır.,DOGRU,Deprem etkisi altında tasarımda binalar yükseklikleri bakımından sekiz Bina Yükseklik Sınıfı’na (BYS) ayrılmıştır.,,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
338,TBDY,7.4.2.4,P1_dogrudan,TBDY 2018'e göre açıklık ve mesnetlerdeki çekme donatısı oranı TS 500’de verilen maksimum değerden ve %2’den fazla olmayacaktır.,DOGRU,Açıklık ve mesnetlerdeki çekme donatısı oranı TS 500’de verilen maksimum değerden ve %2’den fazla olmayacaktır.,,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
339,TBDY,4.5.3.2,P5_capraz,"TBDY 2018'in 9.12.3 numaralı bendine göre dikdörtgen betonarme perdeler, kesitteki uzunluğunun kalınlığına oranı en az 6 (altı) olarak tanımlanan taşıyıcı sistem elemanlarıdır.",YANLIS,"Dikdörtgen betonarme perdeler, kesitteki uzunluğunun kalınlığına oranı en az 6 (altı) olarak tanımlanan taşıyıcı sistem elemanlarıdır.",,P5_maddeshift(4.5.3.2→9.12.3),ONAY_BEKLIYOR,P5_maddeshift
343,TBDY,15.2.5.3,P2_sayisal,"TBDY 2018'e göre malzeme Özellikleri: Kolonlardan veya perdelerden TS EN 12504- 2’de belirtilen koşullara uygun şekilde zemin katta üç, diğer katlarda iki adetten az olmamak üzere ve binada 310 toplam dokuz adetten az olmamak üzere, her 400 m2’den bir adet beton örneği alınarak deney yapılacaktır.",YANLIS,"Malzeme Özellikleri: Kolonlardan veya perdelerden TS EN 12504- 1’de belirtilen koşullara uygun şekilde zemin katta üç, diğer katlarda iki adetten az olmamak üzere ve binada 310 toplam dokuz adetten az olmamak üzere, her ",,P2_swap(1→2),ONAY_BEKLIYOR,P2_swap
344,TBDY,16.13.3,P1_dogrudan,"TBDY 2018'in 16.13.3 numaralı bendine göre şev içinde yer alan kazık veya ankraj benzeri yapısal elemanların tasarımında da, zemin dirençleri aynı şekilde dayanım katsayıları uygulanarak dikkate alınmalıdır.",DOGRU,"Şev içinde yer alan kazık veya ankraj benzeri yapısal elemanların tasarımında da, zemin dirençleri aynı şekilde dayanım katsayıları uygulanarak dikkate alınmalıdır.",,P1_madde_atifli,ONAY_BEKLIYOR,P1_madde_atifli
345,YDUY,19,P5_capraz,"Yapı Denetimi Uygulama Yönetmeliği'nin 2. maddesine göre merkez veya İl Yapı Denetim Komisyonu üyeliği yapanlar, bu üyelik sona erdikten sonraki iki yıl içinde, herhangi bir yapı denetim veya laboratuvar kuruluşunun ortağı olamaz.",YANLIS,"Merkez veya İl Yapı Denetim Komisyonu üyeliği yapanlar, bu üyelik sona erdikten sonraki iki yıl içinde, herhangi bir yapı denetim veya laboratuvar kuruluşunun ortağı olamaz.",,P5_maddeshift(19→2),ONAY_BEKLIYOR,P5_maddeshift
346,YDUY,26,P5_capraz,"İSG Risk Değerlendirmesi Yönetmeliği'ne göre bir sonraki yıla devreden işlerin yapı denetimi hizmet bedeli, uygulama yılının birim maliyeti ile değerlendirilir.",YANLIS,"Bir sonraki yıla devreden işlerin yapı denetimi hizmet bedeli, uygulama yılının birim maliyeti ile değerlendirilir.",,P5_lawshuffle(YDUY→ISGRISK),ONAY_BEKLIYOR,P5_lawshuffle
348,YDUY,19,P1_dogrudan,Yapı Denetimi Uygulama Yönetmeliği'ne göre kanunun 8 inci maddesinin birinci fıkrası uyarınca yeni iş almaktan men cezasının uygulanmasının gerektiğine karar verilmesi halinde Bakanlığa teklifte bulunulur.,DOGRU,Kanunun 8 inci maddesinin birinci fıkrası uyarınca yeni iş almaktan men cezasının uygulanmasının gerektiğine karar verilmesi halinde Bakanlığa teklifte bulunulur.,,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
350,TBDY,7.2.5.3,P5_capraz,TBDY 2018'in 2.3.3.2 numaralı bendine göre deprem etkisini karşılayacak betonarme elemanlarda; (a) TS EN 206’da verilen betonlardan C25 ila C80 beton sınıfları kullanılacaktır.,YANLIS,Deprem etkisini karşılayacak betonarme elemanlarda; (a) TS EN 206’da verilen betonlardan C25 ila C80 beton sınıfları kullanılacaktır.,,P5_maddeshift(7.2.5.3→2.3.3.2),ONAY_BEKLIYOR,P5_maddeshift
351,TBDY,15.2.1.3,P5_capraz,TBDY 2018'in 16.7.3.3 numaralı bendine göre bilgi düzeyleri sırasıyla sınırlı ve kapsamlı olarak sınıflandırılacaktır.,YANLIS,Bilgi düzeyleri sırasıyla sınırlı ve kapsamlı olarak sınıflandırılacaktır.,,P5_maddeshift(15.2.1.3→16.7.3.3),ONAY_BEKLIYOR,P5_maddeshift
352,YDUY,7,P6_guncellik,"Yapı Denetimi Uygulama Yönetmeliği'nin 7. maddesi, ilk yayımlandığı 2008 yılından bu yana hiç değiştirilmemiştir.",YANLIS,"(1) (Değişik:RG-14/4/2012-28264) Proje müellifi, yapı ruhsatına esas olan uygulama projelerini ve zemin etüdü raporları da dâhil olmak üzere her türlü etüde dayalı çalışmaları mevzuata uygun olarak ya",değişiklik: 2012,P6_degismedi,ONAY_BEKLIYOR,P6_degismedi
353,TBDY,7.1.3,P1_dogrudan,TBDY 2018'e göre beton sınıfı C80’den daha yüksek olan betonarme binalar bu yönetmeliğin kapsamı dışındadır.,DOGRU,Beton sınıfı C80’den daha yüksek olan betonarme binalar bu yönetmeliğin kapsamı dışındadır.,,P1_verbatim,ONAY_BEKLIYOR,P1_verbatim
